학과명,대계열
금융공공경제학과,공학
국제경제학전공,공학
산업응용경제학과,공학
동북아경제통상대학 경제무역계열,공학
인문사회대학 경제금융학과,공학
상경대학 경제학전공,공학
e-비즈니스IT전공,공학
경제정보전공,공학
언더우드 경제학전공,공학
자원·정보경제학전공,공학
행정경제학과군,공학
사회문화대학 정경학부(경제학전공),공학
경제·보험금융학부,공학
경제국제통상학부 경제학전공,공학
인터넷경제학,공학
경제학과(법경대학),공학
경제학부 경제학전공,공학
경제통상학부 경제학전공,공학
경제학과(경영대학),공학
기후경제학전공,공학
경제학전공 상경대학,공학
농업경제학과(생명산업),공학
정경학부(경제학전공),공학
사회과학부(경제학전공),공학
농경제사회학부 농경제학전공,공학
경제·국제무역·금융보험학군,공학
사회경제학전공,공학
경제경영학전공,공학
경제물류학부,공학
글로벌경제학전공,공학
글로벌경제학계열,공학
Business Economics프로그램,공학
경제금융부동산학과,공학
식품자원환경경제전공,공학
경제금융물류학부,공학
경제통상학부(경제학전공),공학
신산업융합학과,공학
연계전공 경제-철학,공학
연계전공 금융경제,공학
글로벌경제학과,공학
농경제사회학부 농업・자원 경제학 전공,공학
엔터비즈니스학과,공학
글로벌코리아전공,공학
건설경영학,공학
금융경제학과(사회과학대학),공학
경제대학,공학
경제산업학부,공학
경제학전공 트랙,공학
경제/경영계열,공학
중국경제통상학과,공학
금융부동산경제학전공,공학
경제·무역학부,공학
신산업융합학과(야),공학
경제데이터금융학부,공학
경제금융부동산전공,공학
신산업융합학부,공학
행정경제학부(경제학전공),공학
행정경제학부,공학
경제금융학,공학
경제데이터금융학부(경제학전공),공학
경제통계학부,공학
경제정책학전공,공학
중국경제통상학전공,공학
국제비서・경제금융학부(경제금융전공),공학
경제금융,공학
경제회계학부(경제학전공),공학
농경제유통학부(농업경제학),공학
지역경제전공,공학
농업자원경제학전공,공학
경제·정보통계학부,공학
무역경제학부 경제금융학전공,공학
경제금융자산관리학과,공학
중국통상・경제학전공,공학
자원경제학과,예체능
국제지역학과군,교육
국제지역학부,교육
국학부,교육
국학역사계열,교육
국제지역학전공,교육
국제커뮤니케이션학,교육
글로컬문화콘텐츠연계전공,교육
국제지역학과,교육
"국제경영,복지학부",교육
국제한국학전공,교육
GlobalDualDegree학부,교육
국제한국학계,교육
국제학부(스페인중남미학),교육
글로벌커뮤니케이션학부,교육
국제한국학연계전공,교육
국제지역문화학전공,교육
국제지역전공,교육
글로벌지역문화학과,교육
유라시아학과,교육
동북아지역전공,교육
아세안지역전공,교육
인도지역전공,교육
한-베지역통상전공,교육
국제자유전공학부 한국학전공,교육
베트남지역전공,교육
공공인적자원학부,공학
공공서비스경영학과,공학
지방자치경영학과,공학
국제통상・개발협력전공,공학
동북아국제통상학연계전공,공학
공공서비스관리학과,공학
국제관계ㆍ행정학부,공학
국제관계전공,공학
국제관계지역학과군,공학
국제관계학과,공학
국제관계학부,공학
국제관계학전공,공학
국제대학,공학
국제문화1계,공학
국제문화2계,공학
국제문화경영학부,공학
국제문화정보학과,공학
국제문화학부,공학
국제사회복지학과,공학
국제사회언론학부,공학
국제사회학부,공학
국제유엔학과,공학
국제유엔학전공,공학
국제학계열,공학
국제학과,공학
국제학대학,공학
국제학부,공학
국제학전공,공학
국제협력학과,공학
해외개발학과,공학
해외개발학전공,공학
국제문화학계열,공학
국제문화전공,공학
국제정보학전공,공학
국제·사회·언론학부(국제관계학전공),공학
유라시아지역문화경제연계전공,공학
글로벌학부,공학
법정대학 국제관계학전공,공학
언더우드국제학부,공학
IR,공학
산업교육학부 국제관계학전공,공학
국제협력학부,공학
국제미디어·문화전공,공학
글로벌커뮤니케이션・컬쳐전공,공학
IR Major,공학
International Studies과,공학
동아시아국제학부,공학
국제관계학전공 법정대학,공학
국제관계학전공 법정ㆍ복지대학,공학
국제학부(야간),공학
국제거래관계학과,공학
오웬스국제학부,공학
동북아학군,공학
국제문화콘텐츠학부,공학
글로벌지식학부,공학
Department of International Relations,공학
글로벌서비스학부,공학
국제문화학과,공학
글로벌협력전공,공학
정치국제학과,공학
앙트러프러너십전공,공학
국제학부 국제학전공,공학
국제융합시스템프로그램 MSDE전공,공학
외국인글로벌학부,공학
KMU International School,공학
국제개발협력학과,공학
글로벌서비스경영학부,공학
중국통상법학과,공학
EU문화계,공학
국제학부(자유전공),공학
국제학부(국제관계학),공학
East Asian Economy and Business,공학
East Asian Politics and Culture,공학
국제상거래학과,공학
한국발전과국제개발협력연계전공,공학
중국외교통상학부,공학
중국외교통상전공,공학
융합일본지역학부,공학
융합일본지역전공,공학
국제금융학부,공학
국제학부 국제관계학과,공학
동아시아시민사회전공,공학
지속개발협력전공,공학
KMU International Business school,공학
국제개발협력학,공학
국제개발협력학부,공학
한국·동아시아학전공,공학
국제관계・행정학부,공학
중국정경전공,공학
국제협력전공,공학
국제개발협력,공학
국제관계학-빅데이터분석학 전공,공학
NGO・시민정치전공,공학
융합전공학부 국제관계학-빅데이터분석학 전공,공학
아시아국제관계학과,공학
국제개발협력전공,공학
정치사회학부(사회학전공),공학
국제정경학부,공학
국제정치경제학과군,공학
외교학과,공학
외교학부,공학
정치 언론학과군,공학
정치대학,공학
정치사회학부,공학
정치언론국제학전공,공학
정치언론학부,공학
정치외교・신문방송학과군,공학
정치외교·일본학과군,공학
정치외교학과,공학
정치외교학과전공,공학
정치외교학및국제관계학전공,공학
정치외교학부,공학
정치외교학전공,공학
정치학과,공학
정치학전공,공학
정치행정계열,공학
정치행정법학과군,공학
정치행정언론학부,공학
정치행정학과,공학
정치행정학부,공학
통일정책학과,공학
군사학과,공학
정치미디어학전공,공학
통일문화정보전공,공학
군사학부,공학
정치・행정학부,공학
정치언론・국제학과,공학
정치・행정・언론학부,공학
정치언론학과,공학
언더우드 정치학전공,공학
정치·언론학과군,공학
법정대학 정치행정학부,공학
정치행정학부 정치외교학 전공,공학
정치행정학부 법정대학,공학
정치행정학부 법정ㆍ복지대학,공학
Politics and Culture,공학
언더우드 정치외교학전공,공학
정치행정학전공,공학
정치사회학부(정치외교학전공),공학
정치외교학부(정치학전공),공학
해양군사학부,공학
정치행정경찰학부,공학
정치ㆍ언론학과,공학
통일학부,공학
해병대군사학과,공학
Language & Diplomacy학부,공학
정치언론안보학과,공학
정치미디어학과,공학
군사안보학과,공학
정치안보국제학과,공학
정치·언론·국방학과,공학
통일외교안보전공,공학
국가안보학과,공학
군사・경찰학부,공학
역사관광・외교통상학부(외교통상전공),공학
군사관학과,공학
연계전공 정치-경제-철학,공학
역사관광・외교학부(외교전공),공학
정치・사회학부 정치외교학전공,공학
공공서비스관리학부,공학
공공정책학부,공학
정책학과,공학
정책학전공,공학
정책학학과,공학
지방자치학과,공학
해양산업정책학부,공학
행정정책학과,공학
행정정책학부,공학
행정정책학전공,공학
환경정책전공,공학
공공서비스학부,공학
정보행정학과,공학
공공정책학과,공학
정치행정학부 행정학전공,공학
"행정학부(공공관리전공, 공공정책전공)",공학
행정학부 공공정책전공,공학
정치법무행정학부,공학
정치외교학부(외교학전공),공학
정책과학전공,공학
석당인재학부 공공정책학전공,공학
공공관리학부,공학
"행정학부2012(공공관리전공, 공공정책전공)",공학
